"Bug ID","Issue Type","Summary","Product","Component","Assignee","Reporter","Version","Status","Resolution","Opened","Severity","Changed","Number of Comments"
254078,"ENHANCEMENT","Allow module developers to register actions with macro keywords","ide","UI","issues","FidLi",8.1,"NEW"," ---","2015-08-02 18:18:08","normal","2015-08-02 18:18:08",1
251070,"DEFECT","SVN commits fail silently","versioncontrol","Subversion","ovrabec","RayDeCampo","8.0.2","RESOLVED","DUPLICATE","2015-03-10 14:26:51","normal","2015-03-10 15:38:51",2
253246,"TASK","Netbeans 8.0.2 does not support current version of maven 3.3.3 - Request fix backport and release as 8.0.2.1 - windows","projects","Maven","tstupka","hanasaki","8.0.2","RESOLVED","FIXED","2015-06-29 17:30:49","normal","2015-08-03 12:55:22",2
256869,"DEFECT","Missing reproducivity","ide","Code","issues","FiruzzZ",8.1,"RESOLVED","WORKSFORME","2015-11-30 13:36:55","normal","2015-11-30 14:17:59",4
262347,"DEFECT","AssertionError at com.sun.tools.javac.util.Assert.error","java","Compiler","dbalek","musilt2",8.0,"VERIFIED","FIXED","2016-06-06 13:50:28","normal","2017-03-11 03:03:36",8
257957,"DEFECT","Not able to set custom icon for JavaFX exe.","javafx","Project","rsvitanic","shilpa1990",8.1,"RESOLVED","WORKSFORME","2016-02-12 09:47:35","normal","2017-05-10 12:02:56",2
254671,"DEFECT","IDE can't parse STL (default compiler in Ubuntu 15.10)","cnd","Code Model","petrk","soldatov",8.1,"VERIFIED","FIXED","2015-08-24 21:35:14","normal","2015-10-04 19:08:11",14
270959,"DEFECT","Output window fails to display","ide","Code","issues","aschwarz1309",8.2,"NEW"," ---","2017-06-25 15:55:22","normal","2017-06-25 15:55:24",2
262187,"DEFECT","Cannot create new C/C++ source file by template","cnd","Project","mromashova","alexvsimon",8.2,"RESOLVED","FIXED","2016-05-23 14:33:59","normal","2016-05-23 15:20:00",3
270543,"DEFECT","CTRL+space bar (code completion over an existing instruction or method name) replaces the current word wrongly","editor","Completion & Templates","dbalek","Pere","Dev","RESOLVED","WORKSFORME","2017-05-03 08:06:10","normal","2017-05-03 08:22:11",2
257381,"DEFECT","Fail on installation","ide","Welcome","saubrecht","francienp",8.1,"RESOLVED","INCOMPLETE","2016-01-04 08:07:59","normal","2016-01-20 15:43:50",2
255877,"DEFECT","Failing org.netbeans.modules.cnd.modelimpl.trace.FileModel3Tes","cnd","Code Model","vv159170","jskrivanek",8.2,"VERIFIED","FIXED","2015-10-12 13:17:57","normal","2015-10-16 11:41:03",8
262443,"DEFECT","wrong html.editor test dependency","web","HTML Editor","phejl","vv159170",8.2,"RESOLVED","FIXED","2016-06-15 11:51:05","normal","2016-06-17 01:51:52",8
259141,"DEFECT","NullPointerException at com.sun.tools.javac.code.Types.unboxedType","java","Compiler","dbalek","petrk",8.2,"RESOLVED","FIXED","2016-05-05 11:42:32","normal","2016-06-07 08:30:42",5
268127,"DEFECT","Deadlock when opening project with remote source","cnd","Remote","alexvsimon","creinke","Dev","VERIFIED","FIXED","2016-09-21 02:36:04","normal","2016-09-23 02:01:03",11
259061,"DEFECT","AssertionError: Unsupported removeType=RETAIN_LAST_CARET in nested transaction","editor","Painting & Printing","mmetelka","tstupka",8.2,"RESOLVED","FIXED","2016-04-29 11:33:25","normal","2016-05-09 00:22:38",11
257557,"DEFECT","Messages in profiler dialogs with Do not show again option are not displayed","profiler","Base","jis","jis",8.1,"RESOLVED","FIXED","2016-01-14 08:50:45","normal","2016-01-15 02:24:15",4
257893,"ENHANCEMENT","Introduce Caret API","editor"," -- Other --","mmetelka","ralphbenjamin"," -FFJ-","NEW"," ---","2016-02-08 14:22:41","normal","2016-05-23 19:20:05",11
271567,"DEFECT","Popup","platform","Launchers&CLI","lfischmeistr","chrisleek",8.2,"NEW"," ---","2017-10-02 09:17:32","normal","2017-10-02 09:17:32",1
258069,"DEFECT","NoSuchMethodError: org.netbeans.modules.web.common.api.CssPreprocessors.createProjectProblemsProvider(Lorg/netbeans/api/project/Project;)Lorg/netbeans/spi/project/ui/ProjectProblemsProvider;","javaee","Web Project","mentlicher","rrm6ii1",8.2,"RESOLVED","FIXED","2016-02-19 16:41:08","normal","2016-04-25 19:57:01",17
268559,"DEFECT","Freezing pc while updating/unpacking Repositories Maven and OSS SonaType","projects","Maven","tstupka","FiruzzZ",8.2,"RESOLVED","INCOMPLETE","2016-10-17 13:39:35","normal","2016-11-21 09:10:14",3
256901,"DEFECT","Can not add ""Common Palette"" into my RCP module dependency","platform","Palette","saubrecht","stoneganda",8.0,"RESOLVED","WORKSFORME","2015-12-01 15:11:54","normal","2016-01-16 11:07:07",2
271487,"DEFECT","Netbeans corrupts build-impl.xml files with modulepath options that will not compile.","java","Project","tzezula","Falchion14","Dev","NEW"," ---","2017-09-15 17:56:32","normal","2018-08-02 16:44:17",5
252111,"DEFECT","Opening Java file in Editor displays only ""History"" view","editor","Painting & Printing","mmetelka","jkovalsky",8.1,"REOPENED"," ---","2015-04-27 11:59:53","normal","2017-09-20 18:48:44",16
255733,"DEFECT","AssertionError: Key FileEntry{ Name= char$ptr$array{range=[0-4096] /net/everest/export1/sside/alsimon/mysql-5.5.25a/cmd-line-utils/libedit/history.c<EOF>}char$ptr$array , Size=25445, ModTime=228791372","cnd","Code Model","vv159170","vv159170",8.1,"VERIFIED","FIXED","2015-10-06 12:40:18","normal","2015-10-26 15:43:01",9
253199,"ENHANCEMENT","Move IDE settings to cloud","ide","Import Settings","theofanis","mirzahad","8.0.2","NEW"," ---","2015-06-26 06:50:12","normal","2015-12-21 09:58:52",1
269151,"DEFECT","Navigate to declaration/definition does not adjust viewport","editor","Painting & Printing","mmetelka","tbrunhoff","Dev","RESOLVED","DUPLICATE","2016-11-29 01:46:38","normal","2016-12-05 16:03:24",4
250863,"TASK","editor.settings.storage module split","editor","Options","sdedic","sdedic",8.1,"RESOLVED","FIXED","2015-03-03 12:08:27","normal","2015-03-07 08:41:13",7
257829,"DEFECT","IDE closes after ""Change method parameters""","ide","Code","issues","FiruzzZ",8.1,"RESOLVED","WONTFIX","2016-02-03 13:13:24","normal","2016-02-24 12:45:55",5
258917,"DEFECT","[regression] variable details window anchored to the top of MainFraime","editor","Painting & Printing","ralphbenjamin","vv159170",8.2,"RESOLVED","FIXED","2016-04-20 10:23:08","normal","2016-04-22 06:58:41",6
257413,"DEFECT","IllegalStateException: No jrt provider.","java","Project","tzezula","exceptions_reporter",8.2,"RESOLVED","FIXED","2016-01-05 10:02:18","normal","2016-02-05 02:38:09",8
250783,"DEFECT","DB support was broken by commit b8419a0d6df9 (Bug #249744)","cnd","Remote VCS","alexvsimon","matthias42",8.1,"VERIFIED","FIXED","2015-02-28 12:58:34","normal","2015-03-02 20:20:41",3
258085,"DEFECT","When I start NetBeans it appear a notificatin about this bug and NetBeans is continuous loading and loading","projects","Maven","tstupka","sinatta",8.1,"RESOLVED","INCOMPLETE","2016-02-21 17:35:09","normal","2016-02-29 16:14:13",7
270831,"DEFECT","Project Properties Setting ""Enable JShell access"" doesn't work","java","Project","tzezula","maxnitribitt","Dev","NEW"," ---","2017-06-08 06:52:05","normal","2017-07-28 14:32:31",17
255829,"DEFECT","Update tomcat to 8.0.27","installer","Code","lfischmeistr","anebuzelsky",8.1,"VERIFIED","FIXED","2015-10-09 11:08:00","normal","2015-10-13 12:30:01",5
262395,"DEFECT","[regression] Compile c++ file doesn't work anymore in JConvert project","cnd","Project","alexvsimon","vv159170",8.2,"VERIFIED","FIXED","2016-06-10 15:12:07","normal","2016-06-18 03:12:37",5
256837,"DEFECT","Incredible slowness in code completion (even for already retrieved objects)","php","Editor","obrejla","antoniocs",8.1,"RESOLVED","INCOMPLETE","2015-11-27 15:09:50","normal","2016-01-05 15:39:00",22
271007,"DEFECT","JavaShell unavailable in multi-module projects","java","JShell","sdedic","sdedic","Dev","NEW"," ---","2017-06-30 12:39:08","normal","2017-06-30 12:39:19",1
270591,"DEFECT","Every time I just click on Diff... the program closes without any message.","ide","Code","issues","Bruski",8.2,"NEW"," ---","2017-05-08 17:41:46","normal","2017-05-16 08:51:01",10
262155,"ENHANCEMENT","Create .h with .c file automatically","cnd","Project","alexvsimon","antoniocs",8.1,"RESOLVED","FIXED","2016-05-19 21:32:52","normal","2016-05-24 10:37:08",7
258517,"DEFECT","Execution of /sbin/ldconfig during startup","platform","Filesystems","mentlicher","jskrivanek",8.2,"VERIFIED","FIXED","2016-03-24 09:34:50","normal","2016-09-06 07:21:48",9
271263,"ENHANCEMENT","Per project xdebug config","php","Debugger","issues","antoniocs",8.2,"NEW"," ---","2017-08-10 16:29:21","normal","2017-08-10 16:29:21",1
270847,"DEFECT","NetBeans hangs every time on push, pull, commit, ...","versioncontrol","Git","ovrabec","Xiano",8.2,"NEW"," ---","2017-06-10 15:15:33","normal","2017-08-23 20:27:32",3
257349,"DEFECT","Generate <p> On Blank Lines corrupts <code> blocks in Javadoc","java","Editor","dbalek","gtzabari",8.2,"RESOLVED","FIXED","2015-12-31 08:00:28","normal","2016-01-06 02:17:12",3
255765,"DEFECT","Lombok @AllArgsConstructor  broken 8.1 RC","projects","Maven","tstupka","rjdkolb",8.1,"CLOSED","INVALID","2015-10-07 10:51:41","normal","2015-10-12 05:37:56",4
270687,"DEFECT","In Help IDE displays ""C/C++/Fortran Development"" section only","cnd"," -- Other --","ilia","soldatov",8.2,"NEW"," ---","2017-05-19 20:16:05","normal","2017-05-25 18:15:50",6
255685,"DEFECT","Exception: Can not get library for artificial project; folder=C:\Developer\msys64\mingw64\x86_64-w64-mingw32\include curFile=INITIAL FileImpl @-522386095:2063714351 C:\Developer\mingw64\freeglut\inclu","cnd","Code Model","alexvsimon","MackSix",8.1,"VERIFIED","FIXED","2015-10-05 07:10:14","normal","2015-10-26 15:43:37",11
